Stockcode,Descripiton,Cat,Sub Cat,SBU
Y0001008,CITALOPRAM HYDROBROMIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001032,LAMOTRIGINE IMPURITY E,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001092,HYDROCORTISONE FOR PEAK I,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001100,ITRACONAZOLE FOR SYSTEM S,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BP003,"ADRENALINE ACID TARTRATE,",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BP063,"CEFRADINE, BRITISH PHARMA",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1000521-200MG,Acarbose,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1218005-200MG,Diphenhydramine hydrochlo,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
ERMBB386-1EA,BOVINE URINE (STILBENES),Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
ERMBF411D-1G,MAIZE GMO STANDARD ERM-BF,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
ERMBF416C-1G,MAIZE GMO STANDARD 1% MON,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
ERMBF420B-1G,MAIZE GMO STANDARD ERM-BF,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
NISTRM8988,"TITANIUM DIOXIDE, POWDER,",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BP096,"CYCLIZINE HYDROCHLORIDE,",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BP1143,Amisulpride for system su,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
CRM019-50G,TRACE METALS - FLY ASH 3,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
DEN1510-60ML,"DENSITY STANDARD (15 C),",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1010208-30MG,ACETYL SIMVASTATIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1446600-500MG,Monosodium glutamate,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1619006-125MG,SPIRONOLACTONE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
TAN015-125G,TOTAL ACID NUMBER STANDAR,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
TAN015-3X125G,TOTAL ACID NUMBER STANDAR,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000001,DETOMIDINE HYDROCHLORIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000026,SUMATRIPTAN IMPURITY MIXT,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000032,SALBUTAMOL IMPURITY I,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000040,CICLOPIROX,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000053,17ALPHA-DIHYDROEQUILIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1539508-200MG,PIMOZIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Z1904000,"ZIDOVUDINE IMPURITY B, EU",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1692516-25MG,Trimethoprim Related Comp,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1667280-300MG,Tiagabine hydrochloride,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1667461-25MG,Tioconazole Related Compo,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1478108-200MG,Ofloxacin,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1478141-15MG,Oleanolic acid,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1479031-20MG,ORPHENADRINE Comp C,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL80412-10MG,LASIOCARPINE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL80429-10MG,DIHYDROBERBERINE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL80964-100MG,(+)-QUINIDINE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL82510-10MG,CYCLOPAMINE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
T0060000,TERCONAZOLE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1044990-50MG,ATROPINE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1082672-1ML,BUTYL VALERATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1570428-3AMP,2-Propanol,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1577008-200MG,PROPYLPARABEN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1347642-10MG,IRINOTECAN RELATED COMPOU,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1349502-200MG,L-Isoleucine,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1494942-20MG,Pantoprazole Rel Comp E,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1499403-10MG,Paricalcitol,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1176007-125MG,Dexamethasone,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
A0225000,ACITRETIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
A0230000,ADENINE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
A0363700,AMBROXOL HYDROCHLORIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
C2580000,COLCHICINE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
A1320000,ASPARTAME,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001889,BENZYLPENICILLIN FOR SYST,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001891,SILDENAFIL FOR PEAK IDENT,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001905,Phosphatidylcholine from,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001937,Deferoxamine for peak ide,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1134390-10MG,Clarithromycin Identity,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1136002-200MG,CLINDAMYCIN HYDROCHLORIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1137005-500MG,CLINDAMYCIN PALMITATE HYD,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1138008-250MG,CLINDAMYCIN PHOSPHATE.,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1234125-20MG,EFAVIRENZ RELATED COMPOUN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1235300-200MG,Enalapril Maleate,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1235911-50MG,Enrofloxacin Rel Comp,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
C2385000,"CLONAZEPAM, EUROPEAN PHAR",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
S0808000,SODIUM STEARYL FUMARATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001406,GLUCOSAMINE HYDROCHLORIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001409,TESTOSTERONE PROPIONATE F,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001423,DIFLOXACIN HYDROCHLORIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001553,CICLESONIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001555,CICLESONIDE IMPURITY B,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001561,ABACAVIR SULFATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001571,NALOXONE IMPURITY D,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1228530-125MG,DRONEDARONE HYDROCHLORIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1528534-100MG,Phentermine Related Compo,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1533002-200MG,PHENYLEPHRINE HYDROCHLORI,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1535019-50MG,Phenytoin Related Com,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
TBN1-125G,TOTAL BASE NUMBER STANDAR,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1040854-3X50MG,Apocarotenal,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1075799-50MG,BISOPROLOL RELATED COMPOU,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1222818-1PAK,Dissolution Performance,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1225281-200MG,DORZOLAMIDE HYDROCHLORIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1225419-200MG,"DOXAZOSIN MESYLATE, UNITE",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1225496-15MG,Doxazosin Related Compoun,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
F0253030,FLUOXETINE IMPURITY C,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
F0450000-2EA,FRAMYCETIN SULFATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL85771-10MG,Securinine,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL85958-5MG,Cannabigerolic acid,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL89232-10MG,ISOVERBASCOSIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL89286-100MG,(-)-ALPHA-THUJONE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
RTM3-500ML,MINERAL OIL ROTATIONAL VI,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001640,INDOMETACINE IMPURITY MIX,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001700,"TIZANIDINE HYDROCHLORIDE,",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001744,METHYLTHIONINIUM FOR SYST,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
00630590-25MG,BISABOLOL OXIDE A,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1457301-200MG,Naproxen,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1606026-25MG,Sildenafil Related Comp A,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1609807-150MG,Salsalate,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BP463,"PIROXICAM, BRITISH PHARMA",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BP567,"CARTEOLOL HYDROCHLORIDE,",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BP592,Ribavirin impurity standa,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BP637,"MINOXIDIL, BRITISH PHARMA",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
D1954000,DIHYDROSTREPTOMYCIN SULFA,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000348,INSULIN LISPRO,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000408,STAVUDINE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000416,RANITIDINE IMPURITY J,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000473,CALCIPOTRIOL MONOHYDRATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000485,MYO-INOSITOL,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000486,KETOROLAC TROMETAMOL,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000501,TRANDOLAPRIL,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1199308-50MG,Dyglycine,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
C3090000,CYCLIZINE HYDROCHLORIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL83436-5MG,SENECIVERNINE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL83511-10MG,IRIFLOPHENONE 3-C-GLUCOSI,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL83821-10MG,PACHYPODOL,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
RTM35-500ML,MINERAL OIL ROTATIONAL VI,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001648,VARDENAFIL FOR SYSTEM SUI,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001668,METHOTREXATE FOR SYSTEM S,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001751,"MANGIFERIN, EUROPEAN PHAR",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001765,Laudanosine,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
NIST634A,PORTLAND CEMENT,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
NIST696,"BAUXITE, SURINAM",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL82584-100MG,(+)-Menthofuran,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL82652-10MG,Siamenoside I,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL83272-10MG,TIMOSAPONIN B II,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL83438-10MG,TRICHODESMINE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL83856-10MG,GOSSYPOL,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
B1158000,BUMETANIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
B1217000,BUTYL PARAHYDROXYBENZOATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BP937,"Folic acid, British Pharm",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1140327-25MG,CLONAZEPAM RELATED COMP A,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1142005-200MG,CLOXACILLIN SODIUM,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BP1163,"FLUVASTATIN SODIUM, BRITI",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
P1290000,Phenytoin,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
SSWS500-500ML,"SYNTHETIC SEA WATER, ASTM",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BP199,"HYOSCINE HYDROBROMIDE, BR",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BP370,Atenolol impurity standar,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
DEN2008-60ML,"DENSITY STANDARD (20 C),",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
N2-500ML,General Purpose Viscosity,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
N2B-500ML,LOW TEMPERATURE VISCOSITY,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001047,TEICOPLANIN FOR IDENTIFIC,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001048,LEVODROPROPIZINE IMPURITY,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001132,VALSARTAN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001174,CEFRADINE IMPURITY MIXTUR,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0001187,PRAMIPEXOLE FOR SYSTEM SU,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1105155-25MG,Chebulagic acid,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000011,HYMECROMONE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
03970590-10MG,Epigallocatechin gallate,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1074007-125MG,Bisacodyl,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1539905-100MG,PIOGLITAZONE HYDROCHLORID,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1541500-350MG,Piperacillin,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1546900-3STRIPS,Polyethylene terephthalat,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
X0080000,XYLITOL,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1044516-100MG,ATORVASTATIN CALCIUM,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1570315-20MG,PROPAFENONE RELATED COMPO,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1570439-3X1ML,2-PROPANOL SYSTEM SUI,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1576016-25MG,Propranolol Rel Comp A,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
A0590000,AMISULPRIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
D2963000,DOXAPRAM HYDROCHLORIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
D3000000,DOXYCYCLINE HYCLATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
C2158000,CHOLIC ACID,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
O0120050,OFLOXACIN IMPURITY E,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1226003-200MG,DOXYCYCLINE HYCLATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL83875-10MG,Mogroside III-E phyproof®,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL89199-50MG,Genistein,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL89233-10MG,ISOVITEXIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL89279-25MG,SINIGRIN POTASSIUM SALT,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
S0765000,DICLOFENAC SODIUM,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
BM1-5L,"VISCOSITY BATH MEDIA, WHI",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1374907-200MG,Maltitol,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1375524-15MG,MEBENDAZOLE REL COMP D,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000352,BECLOMETASONE DIPROPIONAT,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000359,ACEBUTOLOL IMPURITY B,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000368,OCTYL GALLATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0000405,SALICYLIC ACID IMPURITY B,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1250008-500MG,ESTRADIOL,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1098231-10MG,USP Cefuroxime Axetil,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1500240-30MG,PAROXETINE RELATED COMPOU,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1696110-1.23MG,Triptorelin Related Compo,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
RTM16-500ML,MINERAL OIL ROTATIONAL VI,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002048,"Everolimus, European Phar",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002099,MOXIFLOXACIN FOR PEAK IDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002123,Benzydamine hydrochloride,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002201,Fluoxetine impurity A,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002209,GANODERMA DRY EXTRACT FOR,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
L0790000,LOVASTATIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
NIST1547,PEACH LEAVES,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
NIST1617B,"SULFUR IN KEROSENE, (HIGH",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
NIST1991,MIX COAL TAR/PETROLEUM EX,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
A0350030,ALLOPURINOL IMPURITY C,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
A0370000,AMILORIDE HYDROCHLORIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
C2400000,CLONIDINE HYDROCHLORIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
D2954000,DOBUTAMINE HYDROCHLORIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
D2955000,DOMPERIDONE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1206006-200MG,DIMENHYDRINATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1044538-20MG,ATORVASTATIN REL COMP B,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL80393-10MG,CRYPTOCHLOROGENIC ACID,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL80457-10MG,GELSEMINE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL80532-10MG,(-)-SECOISOLARICIRESINOL,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL80546-10MG,Tribulosin,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL80600-10MG,Malvidin-3-galactoside Cl,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
PHL82501-100MG,Citral,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1175800-1ML,DEUTERO N-NITRO,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1347700-200MG,IRBESARTAN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1350104-3X1.2ML,ISOPROPYL ACETATE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1687006-200MG,TRIHEXYPHENIDYL HYDROCHLO,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
A1206000,LACTOSE (ANHYDROUS),Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1098130-300MG,Ceftazidime pentahydrate,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1098300-125MG,Cellulose acetate United,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1098526-10MG,CELECOXIB RELATED COMP B,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002111,Nilotinib impurity B,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002176,"MEXILETINE IMPURITY A,",Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
Y0002264,N-Nitroso-dipropylamine,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1013046-35MG,Allopurinol Related Compo,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1319002-200MG,HYDROCORTISONE HEMISUCCIN,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1478561-15MG,OMEPRAZOLE RELATED COMP I,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1479064-50MG,ORPHENADRINE REL COMP F,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
A1250000,APROTININ SOLUTION,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
00530580-25MG,SENNOSIDE B,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
S2400000,SUXIBUZONE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1473206-25MG,NORPHENYLEPHRINE HYDROCHL,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1477003-200MG,Nystatin,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1477411-500MG,Octocrylene USP,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1479020-20MG,ORPHENADRINE Comp B,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
1672020-200MG,P-TOLUENESULFONAMIDE,Chemistry,3rd Party Alliances Ref Mat,3rd Party Alliances Ref M
