Stockcode,Descripiton,blue_oracle_layout,LEGACY_FLAG,Cat,Sub Cat,SBU,HIERARCHY_L6_DESC,SOURCE_SUBSIDIARY
900000000000,"MIAC01401 MICROFIL SUPPORT W VALVE 1/4""",MIAC01401,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
900000000000,MSP010056 Steritest® NEO LIQUIDS LARGE VIAL MCE,MSP010056,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
12331-500G-F,12331-500G-F TRYPTOSE (VEGETABLE),,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
1460690120,1460690120 TSA w. LTHTh - ICR 30ml 030826E-120P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1945 Merck Millipore France
1461600020,"1461600020 ReadyPlate MYP ISO 7932, 21871",,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1945 Merck Millipore France
1461910020,1461910020 Contact A. Malt Extract - RT 250E-20P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1945 Merck Millipore France
1465910006,1465910006 Tryptic Soy Broth acc. EP 502900SD-6P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
48724-500G-F,"48724-500G-F GELATINE FROM PORCINE SKIN, 250 G BLOOM",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
5007350001,5007350001 Weighing platform PACKAGE OF 1 UNIT,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),1190
55420-500G,55420-500G CLED AgarNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
61302-100G-F,"61302-100G-F LACTALBUMIN HYDROLYSATE, FOR           &",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
940000000000,ATMAINPCB MAS-100 Atmos Main PCB,ATMAINPCB,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,MXPYC0N10 Y CONNECTER (QTY 10),MXPYC0N10,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1961 Merck Millipore India
900000000000,MXAC00008 MILLIFLEX FLASK ADAPTER STAINLESS STEEL,MXAC00008,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),In Process Testing (072),1945 Merck Millipore France
900000000000,MIMHVAPUP VACUUM PUMP + PLUG MAS-100 ISO MH,MIMHVAPUP,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
1008420025,1008420025 ESCULIN FOR MICROBIOLOGY 25 G,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1053960500,1053960500 MACCONKEY BROTH FOR MICROBIOLOGY (35 G F,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1190
1442270001,1442270001 Battery Compartment Key 1 ST,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1945 Merck Millipore France
1460280120,1460280120 SDA - LI acc. EP 03300E-120P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Media (069),1945 Merck Millipore France
1462000020,1462000020 Contact A. Tr. Soy w. LTH-RT 234E-20P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1945 Merck Millipore France
1464680010,1464680010 Fluid D+Sod.-Thioglycol.+DTT 576100D-10P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
1466690006,1466690006 TSB+1% Tween 5022500SD-6P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
1665050120-CN,1665050120-CN TSA 90mm ICR 120 P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1213 Merck Life Science Tech. Nantong
1665090020-CN,1665090020-CN SDA +LT ICR 90mm 20 P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1213 Merck Life Science Tech. Nantong
17226-500G,17226-500G Universal Beer AgarNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
47740-250G-F,"47740-250G-F D(-)-FRUCTOSE, FOR MICROBIOLOGY",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
5064210001,5064210001 Stand for One broth bag PACKAGING OF 1 U,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),1190
55806-500G,55806-500G ESBL ChromoSelect Agar BaseNutriSelect &,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
60983-100ML,"60983-100ML KOVAC'S REAGENT FOR INDOLES, FOR &",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
67770-25G,"67770-25G METHYL-ALPHA-D-MANNOPYRANOSIDE, FOR    &",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2062
70722-36.6G-F,70722-36.6G-F E. coli ChromoSelect Agar BNutriSelect &,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
73004-SIAL,73004-SIAL GDS ADHESIVE SHEETS,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),2066 Aldrich Chemical Co. LLC (USA)
900000000000,MXRPARA06 MILLIFLEX RAPID REAGENT (6 BOTTLES),MXRPARA06,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Other Lab Materials Pharma (062),1945 Merck Millipore France
90918-250G,"90918-250G RajHans ChromoSelect Medium, ModifiedNu&",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
910000000000,PMMEDEV07 PyroMAT validation in house execution,PMMEDEV07,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
M8927-100G,"M8927-100G MALT EXTRACT AGAR, MODIFIED",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
VT000267-10EA,VT000267-10EA PSEUDOMONAS AERUGINOSA  WDCM 00026 VITRO,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
VT001063-10EA,VT001063-10EA LEGIONELLA ANISA WDCM 00106 VITROIDS 80-,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
Y1375-250G,Y1375-250G YPD BrothNutriSelect Basic,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
900000000000,STBMTSB12DP SOYBEAN CASEIN DIGEST BROTH MEDIA FOR ST,STBMTSB12DP,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
1040700500,1040700500 GELATIN FOR MICROBIOLOGY 500 G,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1500 Merck KGaA
1301010021,1301010021 HY-LITE REFILL PACK 100 PENS FOR SURFACE,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),1190
1667870120-CN,1667870120-CN TSA +LTHThio sedi.ICR+ 120 P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1213 Merck Life Science Tech. Nantong
72659-5VL-F,72659-5VL-F ANTHRACIS SELECTIVE SUPPLEMENT*,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
7620031200,7620031200 GEMINI REAGENT RACK,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),2066 Aldrich Chemical Co. LLC (USA)
900000000000,MP3PMSTD11 Mfx+ 3 Head OS Prev Maint w/o contract,MP3PMSTD11,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1975 Merck Millipore USA
910000000000,EZSP0WER2 EZ-Stream Pump Power supply,EZSP0WER2,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
93733-500G,"93733-500G TRYPTOSE, FOR MICROBIOLOGY",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
940000000000,"PPX79200 KIT, X-AXIS SHIPPING BRACKET",PPX79200,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1975 Merck Millipore USA
LI0685-SIAL,LI0685 TRANSIA PLATE LISTERIA SPP. 10X,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),2066 Aldrich Chemical Co. LLC (USA)
P2182-250G,P2182-250G Potato Dextrose AgarNutriSelect Basic,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
S9883-1KG,S9883-1KG Sea saltsNutriSelect Basic,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
VT000313-10EA,VT000313-10EA SALMONELLA ENTERICA SUBSP. ENTERICA SERO,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
900000000000,MXPHEAVHP MILLIFLEX PLUS PUMP HEAD VHP COMPATIBLE,MXPHEAVHP,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,EZFREAG57 EZ-FLUO REAGENT KIT,EZFREAG57,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),1945 Merck Millipore France
900000000000,MXPKPADI1 KEYPAD FOR MILLIFLEX®+MOLDED  BODY,MXPKPADI1,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1961 Merck Millipore India
900000000000,SYMBFSW01 STERITEST PUMP FOOTSWITCH,SYMBFSW01,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
1171490001,1171490001 MAS-100 Iso MH® Control un 1 PC,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1190
17209-500G,17209-500G R-2A AgarNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
19344-500G-F,"19344-500G-F LB Agar, VegitoneNutriSelect Plus",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
415530PLATER,415530PLATER BLUE DYE FOR PLATERS,,RED,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Other Lab Materials Pharma (062),2002
51161-10DISCS,51161-10DISCS PSEUDOMONAS ID PADS,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2066 Aldrich Chemical Co. LLC (USA)
67631-374G,67631-374G,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2062
73293-SIAL,73293-SIAL mEHEC Media Level Assembly,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),"1306 BioControl Systems, Inc"
77187-500G,"77187-500G Peptone Water, phosphate-bufferedNutriS&",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
900000000000,MILSNLED1 MILLISNAP LED,MILSNLED1,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
900000000000,SYMBISL01SZ STERITEST SYMBIO ISL 2 MED SZ,SYMBISL01SZ,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
900000000000,SBLFVAL11 SYMBIO LFH ON-SITE IQ/OQ SERVICE,SBLFVAL11,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1975 Merck Millipore USA
910000000000,ASPMMEX004 MAS-100 NT Ex WS Total Service Plan,ASPMMEX004,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,PMMEDEV03 PyroMat Method development Consulting,PMMEDEV03,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,1468540006 Fluid A + Ascobic Acid 300mL 6/PK,1468540006,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Release Testing (064),1945 Merck Millipore France
910000000000,MFXRDT2HESSR Hall Effect Sensor for MXRDP2DT00,MFXRDT2HESSR,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,FITREQUA11 Equinox Isofit Essential Requalification,FITREQUA11,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,"GM06800000125 SENSOR, VACUUM, 2.5-40 mbar, 0.5A/250V",GM06800000125,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1945 Merck Millipore France
940000000000,"MVP78021 Button, Sample Chamber",MVP78021,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1975 Merck Millipore USA
940000000000,ATMSNSPCB MAS-100 Atmos sensor PCB,ATMSNSPCB,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,MXR2PMDT16 Rapid 2 D-Tower - ADVANCED Service plan,MXR2PMDT16,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
S4306-500G,S4306-500G Spirit Blue AgarNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
VT000037-10EA,VT000037-10EA Bacillus subtilis subsp. spizizenii WDCM,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
VT000212-10EA,VT000212-10EA Listeria monocytogenes WDCM 00021 Vitroi,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
900000000000,XX2504707 3 WAY VALVE fluoroelastomer O/R PK,XX2504707,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1975 Merck Millipore USA
900000000000,HAGG050S6 0.45UM GREEN GRIDDED S-PAK 50MM 4X150/PK,HAGG050S6,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),In Process Testing (066),1945 Merck Millipore France
900000000000,EZFITVALV1 EZ-FIT MANIFOLD COMPLETE VALVE,EZFITVALV1,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),1961 Merck Millipore India
1173570001,1173570001 Sampling Head Atmos   w. per 1 PC,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1190
1455110001,"1455110001 Housing, RCS Standard 1 PC",,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
1464310020,"1464310020 ReadyPlate TSA ISO, FDA-BAM, EP+USP",,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),1945 Merck Millipore France
43314-500G,43314-500G TOS-propionate agar medium (acc. ISO)Nu&,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
57570-100G,"57570-100G MYO-INOSITOL, FOR MICROBIOLOGY",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
66007-100,66007-100 SIMPLATE YEAST & MOLD CI S,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2066 Aldrich Chemical Co. LLC (USA)
70139-500G,70139-500G Potato Glucose AgarNutriSelect Plus,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
78118-SIAL,78118 MVP ICON(R)PROTECTIVE CASE,,RED,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology FB&O (068),2066 Aldrich Chemical Co. LLC (USA)
79119-SIAL,79119 GDS PPMX 1-COLUMN REAGENT RESERVOIR,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Pathogen Testing (078),2066 Aldrich Chemical Co. LLC (USA)
910000000000,MEXPMSTD14 MAS-100 NT Ex OS PM with Service Plan,MEXPMSTD14,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
910000000000,MTRACEMM1 M-Trace™ Mobile Computer Mount,MTRACEMM1,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,MCGEXCHAR MAS CG battery charger w/o power cord,MCGEXCHAR,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Environmental Monitoring (063),1945 Merck Millipore France
940000000000,MMHEADSUP MFX Oasis L and R Head holders,MMHEADSUP,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
940000000000,MMKPDCBL MFX Oasis Keypad ribbon,MMKPDCBL,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1945 Merck Millipore France
B601980005,"B601980005 BUFFERED PEPTON WATER, 25 X SWABS",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),2002
CRM12900L-10EA,CRM12900L-10EA ESCHERICHIA COLI O157 (NT) NCTC 12900 LO,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2062
T8907-1KG,T8907-1KG Tryptic Soy BrothNutriSelect Basic,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Media (079),2066 Aldrich Chemical Co. LLC (USA)
Y010770500,"Y010770500 YEAST XTRCT, GLCS CHLRMPH,500ML",,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),2002
900000000000,MXPPTUBE1 SILICONE TUBING FOR MILLIFLEX PUMPS,MXPPTUBE1,BLUE,Biomonitoring (LA2),Services Microbiology (C53),Services Microbiology (H8),Services Microbiology Pharma (067),1961 Merck Millipore India
900000000000,HABG047S6 0.45um Black Gridded S-Pak 47mm 600/Pk,HABG047S6,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),In Process Testing (066),1945 Merck Millipore France
900000000000,MHA000P2S HPC/SPC Liquid Media Ampoule,MHA000P2S,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),In Process Testing (066),1975 Merck Millipore USA
1104050500,1104050500 LETHEEN-BROTH BASE MODIFIED FOR MICROBIO,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Media (069),1190
1301150002,1301150002 2 Power Supply Unit 1 UNIT,,BLUE,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Hygiene Monitoring (065),1190
1463830006,1463830006 MacConkey B. acc EP wide m. 526100-W-6P,,BLUE,Biomonitoring (LA2),Pharma Microbiology (C51),Pharma Microbiology (H6),Media (069),1945 Merck Millipore France
41126-250UL,41126-250UL HYBRISCAN ENZYME SOLUTION F,,RED,Biomonitoring (LA2),FB&O Microbiology (C52),FB&O Microbiology (H7),Other Lab Materials FB&O (080),2066 Aldrich Chemical Co. LLC (USA)
